demo_npi,series,value
1538169388,peer_group,13193.59
1538169388,peer_group,12902.03
1538169388,peer_group,11402.29
1538169388,peer_group,10084.70
1538169388,peer_group,8386.01
1538169388,peer_group,8358.82
1538169388,peer_group,7040.89
1538169388,peer_group,6427.63
1538169388,peer_group,6302.22
1538169388,peer_group,6059.23
1538169388,peer_group,5702.70
1538169388,peer_group,5598.85
1538169388,peer_group,5539.11
1538169388,peer_group,5335.63
1538169388,peer_group,5258.41
1538169388,peer_group,5107.27
1538169388,peer_group,4856.66
1538169388,peer_group,4844.71
1538169388,peer_group,4804.93
1538169388,peer_group,4474.74
1538169388,peer_group,4430.21
1538169388,peer_group,4297.71
1538169388,peer_group,4136.58
1538169388,peer_group,4045.20
1538169388,peer_group,4037.20
1538169388,peer_group,4024.19
1538169388,peer_group,3928.00
1538169388,peer_group,3919.73
1538169388,peer_group,3847.65
1538169388,peer_group,3643.79
1538169388,peer_group,3584.52
1538169388,peer_group,3554.04
1538169388,peer_group,3552.39
1538169388,peer_group,3443.78
1538169388,peer_group,3440.21
1538169388,peer_group,3368.28
1538169388,peer_group,3336.39
1538169388,peer_group,3168.48
