total_providers_in_mart,part_d_prescribers,part_b_providers,flagged_mad,flagged_zscore,pct_flagged_mad,pct_flagged_zscore,total_part_d_spend_usd,total_part_b_spend_usd
7062726,1069017,1076323,369200,141766,5.23,2.01,205710459807,69786169161
