npi,provider_full_name,specialty,taxonomy_code,state,city,peer_group_n,total_drug_cost,mz_drug_cost,is_outlier_any_mad,part_d_total_claims,mz_part_d_claims,brand_cost_share,mz_brand_cost_share,avg_cost_per_claim,mz_avg_cost_per_claim,total_medicare_payment,mz_part_b_payment,part_b_total_services,mz_part_b_services,nucc_grouping,nucc_classification,nucc_specialization
1649365529,RUSHDI ALUL,Emergency Medicine Physician,207P00000X,IL,Chicago,2986,84134877.16,134510.383498056365,true,328138,4175.002283018868,0.99994777,1.668005698905,256.40089584,77.059642325543,74969.1387,1.270547655785,774,1.694093023256,Allopathic & Osteopathic Physicians,Emergency Medicine,
1578727327,LINDSAY WEAVER,Emergency Medicine Physician,207P00000X,IN,Indianapolis,1125,44773965.84,50241.063215516811,true,151081,1414.201666666667,0.99813785,2.225913561488,296.35735691,101.748861650887,8288.1721,-1.081286970793,74,-1.038235602094,Allopathic & Osteopathic Physicians,Emergency Medicine,
1457435760,SCOTT MURRAY,Emergency Medicine Physician,207P00000X,IA,Sioux City,481,24816436.51,35728.121595503639,true,91964,1137.132743119266,0.99916861,1.685659670295,269.84946838,93.804234732515,2402.7605,-1.334824277923,36,-1.155464488636,Allopathic & Osteopathic Physicians,Emergency Medicine,
1598712978,MICHAEL BAZEL,Emergency Medicine Physician,207P00000X,CA,Bell,6975,24285393.33,30856.176550569841,true,61703,755.709800000000,0.75492914,1.226421749678,393.58529294,111.955016144030,485529.4666,12.994219256210,6505,17.183026859504,Allopathic & Osteopathic Physicians,Emergency Medicine,
1538169388,STEPHANIE HAN,Radiation Oncology Physician,2085R0001X,TX,El Paso,385,53761887.93,30011.219914695513,true,251711,2782.378844262295,0.99706704,2.667255702640,213.58577071,22.385669493477,693133.7426,3.663890426531,11974,5.653177452597,Allopathic & Osteopathic Physicians,Radiology,Radiation Oncology
1457394306,JUNG LEE,Surgery Physician,208600000X,NY,Flushing,2171,9534232.57,16126.148291644201,true,59873,1494.692000000000,0.72657739,1.279367920656,159.24093615,13.299465040031,60526.0118,1.734977102477,838,3.064576086957,Allopathic & Osteopathic Physicians,Surgery,
